,CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION,community_id
0,JE197698,04/12/2021 08:21:00 PM,005XX S STATE ST,0860,THEFT,RETAIL THEFT,DRUG STORE,Y,N,123,4.0,06,1176447,1897923,41.875254895,-87.627618559,"(41.875254895, -87.627618559)",32
1,JE197436,04/12/2021 04:36:00 PM,004XX S KOSTNER AVE,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,Y,N,1131,28.0,26,1147129,1897553,41.874850606,-87.735272577,"(41.874850606, -87.735272577)",26
2,JE478276,12/15/2021 09:00:00 AM,020XX N WINCHESTER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,1432,32.0,14,1163034,1913587,41.918530186999995,-87.67642522700001,"(41.918530187, -87.676425227)",22
3,JE197686,04/12/2021 08:47:00 PM,037XX W LAKE ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,N,N,1122,28.0,04B,1151504,1901318,41.885097396999996,-87.719110354,"(41.885097397, -87.719110354)",27
4,JE197226,04/12/2021 12:45:00 PM,012XX N HARDING AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,Y,N,2535,37.0,26,1149821,1908059,41.903628292,-87.725115181,"(41.903628292, -87.725115181)",23
5,JE272410,06/19/2021 09:20:00 PM,028XX W 71ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,831,18.0,08B,1158709,1857432,41.764524351999995,-87.693851809,"(41.764524352, -87.693851809)",66
6,JE197612,04/12/2021 07:00:00 PM,005XX E 33RD ST,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,N,Y,211,4.0,04A,1180360,1883173,41.834690813,-87.613705645,"(41.834690813, -87.613705645)",35
7,JE196765,04/12/2021 01:48:00 AM,006XX E 112TH ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE,Y,N,531,9.0,04B,1182436,1830823,41.690989146,-87.60770868200001,"(41.690989146, -87.607708682)",50
8,JE318909,07/29/2021 05:40:00 PM,008XX E 49TH ST,0560,ASSAULT,SIMPLE,STREET,N,N,223,4.0,08A,1182821,1872706,41.805911678,-87.605001232,"(41.805911678, -87.605001232)",39
9,JE318238,07/29/2021 09:44:00 AM,061XX S CAMPBELL AVE,041A,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,N,N,825,16.0,04B,1160755,1863948,41.782363194,-87.686172912,"(41.782363194, -87.686172912)",66
10,JE197701,04/12/2021 06:58:00 PM,033XX S ABERDEEN ST,0560,ASSAULT,SIMPLE,APARTMENT,N,N,913,11.0,08A,1169527,1882657,41.833517021999995,-87.65346965799999,"(41.833517022, -87.653469658)",60
11,JE197976,04/12/2021 11:00:00 PM,016XX W HURON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,1215,1.0,14,1165303,1904752,41.894238351,-87.668340399,"(41.894238351, -87.668340399)",24
12,JE197691,04/12/2021 08:37:00 PM,007XX E 47TH ST,0560,ASSAULT,SIMPLE,RESTAURANT,N,N,221,4.0,08A,1181804,1874006,41.809502570999996,-87.60869096399999,"(41.809502571, -87.608690964)",38
13,JE197184,04/12/2021 01:09:00 PM,076XX S HOMAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SCHOOL - PUBLIC BUILDING,N,N,835,18.0,14,1155024,1853614,41.754121535,-87.70746024799999,"(41.754121535, -87.707460248)",70
14,JE197115,04/12/2021 12:00:00 PM,076XX S CICERO AVE,0560,ASSAULT,SIMPLE,SMALL RETAIL STORE,N,N,833,18.0,08A,1145727,1853720,41.754592961,-87.74152853700001,"(41.754592961, -87.741528537)",65
15,JE198245,04/12/2021 09:20:00 PM,046XX N SHERIDAN RD,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,N,N,1914,46.0,04A,1168782,1931175,41.966669657,-87.65479517200001,"(41.966669657, -87.654795172)",3
16,JE197061,04/12/2021 11:00:00 AM,068XX S SANGAMON ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,N,N,723,6.0,04B,1171154,1859576,41.770144808000005,-87.648174955,"(41.770144808, -87.648174955)",68
17,JE230503,05/14/2021 03:15:00 PM,033XX W CERMAK RD,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,N,N,1024,24.0,04A,1154478,1889179,41.851727741,-87.708513726,"(41.851727741, -87.708513726)",30
18,JE197264,04/12/2021 01:40:00 PM,059XX W DIVISION ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,2531,29.0,15,1136660,1907385,41.902024637,-87.77347539799999,"(41.902024637, -87.773475398)",25
19,JE197368,04/12/2021 03:42:00 PM,044XX W ADAMS ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1113,28.0,08B,1146769,1898642,41.877845827,-87.736566559,"(41.877845827, -87.736566559)",26
20,JE230151,05/14/2021 05:00:00 PM,026XX W LE MOYNE ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,N,N,1423,1.0,11,1158673,1909876,41.908437461999995,-87.692549785,"(41.908437462, -87.692549785)",24
21,JE197643,04/12/2021 07:28:00 PM,041XX S CALIFORNIA AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,921,12.0,15,1158377,1877200,41.818777228,-87.69453031200001,"(41.818777228, -87.694530312)",58
22,JE197801,04/12/2021 05:30:00 PM,082XX S COLFAX AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,423,7.0,14,1194940,1850789,41.745479568,-87.561275775,"(41.745479568, -87.561275775)",46
23,JE214900,04/29/2021 11:00:00 PM,060XX S RICHMOND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,823,16.0,08B,1157747,1864534,41.784032857,-87.69718527,"(41.784032857, -87.69718527)",66
24,JE261035,06/09/2021 12:00:00 AM,028XX N KOSTNER AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,2523,31.0,11,1146562,1918501,41.932344954,-87.736819559,"(41.932344954, -87.736819559)",20
